disease_id,disease_name,disease_link,disease_img,symptoms,symptom_ids,related_diseases,related_disease_ids,department,synonyms
32856,위 유암종(Gastric Carcinoid Tumor),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32856,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003559,"소화불량, 구토, 위장관 출혈, 복부 통증, 빈혈","SS000407,SS000386,SS000421,SS000398,SS000654","카르시노이드 증후군, 직장 유암종, 위선종","32189,32853,31686",소화기내과,
32051,위 정맥류(Gastric varices),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32051,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003783,"오심, 빈혈, 운동 시 호흡곤란, 토혈, 발한, 구토, 혈변","SS000416,SS000654,SS000892,SS000432,SS000650,SS000386,SS000538","간경화, 식도 정맥류","30480,32043",소화기내과,
32052,위경련(Stomach cramp),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32052,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004391,"구토, 복부 통증, 오심","SS000386,SS000398,SS000416","고콜레스테롤혈증, 간내 담석, 췌장염, 위염, 위궤양, 십이지장 궤양","32081,30483,31658,31330,31621,31624","감염내과, 
																소화기내과",
31621,위궤양(Gastric ulcer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31621,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004261,"오심, 가슴 쓰림, 작열감, 소화불량, 토혈, 빈혈, 식욕부진, 체중감소, 복부팽만감, 위장관 출혈, 복부 통증, 흑색변, 구토","SS000416,SS000381,SS000590,SS000407,SS000432,SS000654,SS000103,SS000712,SS000402,SS000421,SS000398,SS000540,SS000386","만성 위염, 위염, 헬리코박터균 감염, 십이지장 궤양","31402,31330,32100,31624","소화기내과, 
																노년내과","소화성 궤양,십이지장 궤양"
32108,위막성 대장염(Pseudomembranous colitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32108,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003615,"백혈구 증가, 열, 복부 통증, 산통, 설사, 혈변","SS000651,SS000684,SS000398,SS000406,SS000527,SS000538",대장염,32099,소화기내과,"거짓막결장염,거짓막잘룩창자염,위막성 대장염,위막성결정염,위박성장염"
32617,위말트 림프종 (Gastric MALT lymphoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32617,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004616,"식욕부진, 체중감소, 복부 통증, 무증상, 위장관 출혈","SS000103,SS000712,SS000398,SS000077,SS000421","조기 위암, 진행성 위암, 위암","31683,31669,30467","소화기내과, 
																종양내과, 
																위암센터, 
																암병원","MALToma,위몰트림프종"
31686,위선종(Gastric adenoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31686,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004294,무증상,SS000077,위용종,32058,소화기내과,
31526,위식도 역류성 질환(Gastro-esophagus reflux disease),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31526,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004176,"오심, 기침, 가슴 쓰림, 방사통, 삼키기 곤란, 가슴 통증, 목소리 변화","SS000416,SS000868,SS000381,SS000768,SS000352,SS000862,SS000348","바렛 식도, 식도암, 비만, 천식, 치아 우식증[충치], 복수, 식도염","31681,32044,31809,31811,32462,32036,32045","가정의학과, 
																소화기내과, 
																위장관외과, 
																소아소화기영양과","역류성 식도염,위 식도 역류질환"
30467,위암(Stomach cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30467,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004660,"복부 통증, 체중감소, 혈변, 흑색변, 식욕부진, 빈혈, 구토, 소화불량, 복부팽만감, 토혈, 복부 불편감","SS000398,SS000712,SS000538,SS000540,SS000103,SS000654,SS000386,SS000407,SS000402,SS000432,SS000396","덤핑 증후군, 헬리코박터균 감염, 조기 위암, 위궤양, 만성 위염, 위염, 진행성 위암","32105,32100,31683,31621,31402,31330,31669","소화기내과, 
																종양내과, 
																방사선종양학과, 
																위장관외과, 
																암병원","Gastric cancer,Malignant neoplasm of stomach,cancer of the stomach,위 악성종양,위선암,위선암종,위암종"
31330,위염(Gastritis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31330,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004272,"구토, 복부 불편감, 위염, 오심, 복부 통증, 무증상","SS000386,SS000396,SS000419,SS000416,SS000398,SS000077","만성 위염, 헬리코박터균 감염, 위암, 위장관 기질 종양, 십이지장 궤양, 위장관 출혈, 십이지장염, 위식도 역류성 질환, 위궤양, 위경련","31402,32100,30467,31366,31624,32061,32048,31526,31621,32052","소화기내과, 
																노년내과, 
																소아소화기영양과",위염증
32058,위용종(Gastric polyp),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32058,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003787,"무증상, 설사, 소화불량, 위장관 출혈, 복부 통증, 구토","SS000077,SS000527,SS000407,SS000421,SS000398,SS000386","위암, 위장관 기질 종양, 위선종","30467,31366,31686",소화기내과,"양성 위종양,위물혹,위폴립"
31726,위장관 결핵(Gastrointestinal tuberculosis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31726,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004306,"기운없음, 열, 복부 통증, 오심, 설사, 체중감소, 변비, 혈변, 식욕부진, 복부팽만감, 발한, 악취가 나는 설사, 피로감","SS000621,SS000684,SS000398,SS000416,SS000527,SS000712,SS000525,SS000538,SS000103,SS000402,SS000650,SS000528,SS000723","결핵성 수막염, 폐결핵, 속립성 결핵, 결핵성 임파선염, 결핵, 결핵성 복막염, 결핵성 골수염","31672,31847,31744,31741,32191,31727,31719","감염내과, 
																소화기내과, 
																소아소화기영양과","위결핵,장결핵"
31366,위장관 기질 종양(Stomach GIST),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31366,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004227,"토혈, 변비, 구토, 복부 통증, 덩어리가 만져짐, 빈혈, 오심, 열, 혈변, 항문 통증","SS000432,SS000525,SS000386,SS000398,SS000438,SS000654,SS000416,SS000684,SS000538,SS000534","위염, 위암, 만성 위염, 복막염, 위궤양, 변비, 조기 위암, 진행성 위암","31330,30467,31402,31913,31621,31900,31683,31669","소화기내과, 
																종양내과, 
																위장관외과","위장관 간질 종양,기스트,GIST,위장관 기질적 종양"
32061,위장관 출혈(Gastrointestinal hemorrhage),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32061,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003815,"토혈, 혈변, 호흡곤란, 빈맥, 어지러움, 창백","SS000432,SS000538,SS000908,SS000874,SS000737,SS000833","십이지장 궤양, 위 정맥류, 위궤양, 식도 정맥류","31624,32051,31621,32043","소화기내과, 
																소아소화기영양과",
32424,윌슨병(Willson disease),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32424,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003851,"관절통, 황달, 무월경, 간성뇌증, 피로감, 빈혈, 복부팽만감, 간부전, 삼키기 곤란, 혈뇨, 떨림(진전), 간기능 저하","SS000779,SS000857,SS000446,SS000264,SS000723,SS000654,SS000402,SS000383,SS000352,SS000042,SS000710,SS000382","간염, 혈색소침착증, 백내장, 용혈빈혈, 주의력결핍 과잉행동장애, 간성 뇌증, 전격성 간염, 멘케스병","31687,32365,31147,31048,31886,32092,30481,32388","소화기내과, 
																신경과, 
																의학유전학센터, 
																간이식ㆍ간담도외과, 
																소아내분비대사과, 
																소아소화기영양과, 
																의학유전학과","Hepatolenticular degeneration,간렌즈핵변성,윌슨씨병"
32090,유당분해효소결핍증(Lactose intolerance),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32090,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004353,"복부 통증, 설사, 복부 불편감, 오심, 복부팽만감","SS000398,SS000527,SS000396,SS000416,SS000402",음식 알레르기,31525,가정의학과,"우유 소화불량,유당분해효소결핍,유당불내증,젖당분해효소결핍,젖당불내성"
32618,이소성 췌장(Ectopic pancreas),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32618,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003860,"무증상, 복부 통증, 복부팽만감, 구토, 오심","SS000077,SS000398,SS000402,SS000386,SS000416","장중첩증, 장폐색","32065,32067","소화기내과, 
																소아소화기영양과","aberrant pancreas,heterotopic pancreas"
31676,자가면역성 간염(Autoimmune hepatitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31676,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004321,"관절통, 황달, 오심, 피부 긴장도 저하, 피로감, 식욕부진, 위장관 출혈, 구토, 관절염, 전신 부종, 출혈 경향성","SS000779,SS000857,SS000416,SS000844,SS000723,SS000103,SS000421,SS000386,SS000233,SS000703,SS000716","급성 A형 간염, 급성 B형 간염, 급성 C형 간염, 류마티스 관절염, 식도 정맥류, 자가면역 질환, 혈관염, 급성 바이러스성 간염","31626,32095,32096,30822,32043,32131,31756,31661","소화기내과, 
																소아소화기영양과","Luphoid hepatitis,루포이드 간염,자가면역 간염"
32064,자극성 장 증후군(Irritable bowel syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32064,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003766,"복부 통증, 설사, 변비, 점액변, 체중감소","SS000398,SS000527,SS000525,SS000531,SS000712",흡수장애 증후군,33472,소화기내과,"과민성대장,과민성대장증후군,과민성장증후군,과민성창자,과민성창자증후군,자극성 창자증후군,자극성대장증후군,자극성장증후군"
32317,장염전(Volvulus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32317,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004614,"복부 통증, 오심, 혈변, 변비, 구토, 복부팽만감, 장폐색","SS000398,SS000416,SS000538,SS000525,SS000386,SS000402,SS000427","장중첩증, 위식도 역류성 질환","32065,31526",소아외과,"장꼬임,장염전증,장의 꼬임,장의 염전,장축염전증"
32062,장유착(Intestine adhesions),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32062,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003799,"소화불량, 구토, 복부 통증, 체중감소, 변비","SS000407,SS000386,SS000398,SS000712,SS000525",장폐색,32067,소화기내과,장유착증
32065,장중첩증(Intussusception),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32065,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003602,"복부 통증, 혈변, 점액변, 구토, 덩어리가 만져짐","SS000398,SS000538,SS000531,SS000386,SS000438","복부 통증, 장유착, 장폐색, 장염전","31416,32062,32067,32317","산부인과, 
																소아외과","장겹칩증,창자겹침증"
32167,장티푸스(typhoid fever),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32167,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003811,"오한, 열, 변비, 두통, 반점, 설사","SS000687,SS000684,SS000525,SS000284,SS000806,SS000527","세균성 이질, 콜레라, 털진드기병, 성홍열, 아메바성 이질","31667,31654,31746,32011,32126",감염내과,"염병,장질 부사"
32067,장폐색(Intestinal obstruction),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32067,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003786,"복부 통증, 저혈압, 설사, 구토, 탈수, 복부팽만감, 장폐색, 빈맥, 변비","SS000398,SS000702,SS000527,SS000386,SS000718,SS000402,SS000427,SS000874,SS000525","소장암, 대장암, 직장암, 메켈 게실, 복막염, 장중첩증, 장염전","31688,30461,30466,31674,31913,32065,32317","소화기내과, 
																소아외과, 
																대장항문외과","ileus,장폐색증"
31659,재발성 탈장(Recurrent hernia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31659,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004199,"탈장 돌출, 탈장 부위의 통증, 복부팽만감, 탈장","SS000430,SS000431,SS000402,SS000429","반흔 탈장, 제대 탈장","31657,31660","소아외과, 
																위장관외과","재발성헤르니아,탈장재발"
30481,전격성 간염(Fulminant Hepatic Failure),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30481,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004003,"간성뇌증, 출혈 경향성, 뇌부종, 급성 신부전, 다발성 장기부전 증상","SS000264,SS000716,SS000278,SS000387,SS000625","독성 간염, 급성 C형 간염, 급성 B형 간염, 간성 뇌증, 간경화, 급성 A형 간염, 급성 바이러스성 간염, 자가면역성 간염, 간염","31690,32096,32095,32092,30480,31626,31661,31676,31687","소화기내과, 
																소아외과, 
																간이식ㆍ간담도외과, 
																소아소화기영양과","Acute liver failure,급성 간부전"
31660,제대 탈장(Umbilical hernia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31660,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004181,"탈장 부위의 통증, 탈장, 배꼽이 솟음, 손가락으로 밀면 들어감, 탈장 돌출","SS000431,SS000429,SS000394,SS000408,SS000430","반흔 탈장, 간경화, 비만, 재발성 탈장, 복수","31657,30480,31809,31659,32036","소아외과, 
																위장관외과","Exomphalos,Omphalocele,배꼽 탈장,제대 허니아,제대 헤르니아"
31683,조기 위암(Early gastric cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31683,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004307,"소화불량, 토혈, 오심, 복부 불편감, 무증상","SS000407,SS000432,SS000416,SS000396,SS000077","위암, 헬리코박터균 감염, 위선종, 진행성 위암, 위궤양, 만성 위염, 위염","30467,32100,31686,31669,31621,31402,31330","소화기내과, 
																위장관외과, 
																암병원","위암 조기,초기위암"
31685,지방간(Fatty liver),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31685,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004620,"기운없음, 피로감, 복부 불편감, 식욕부진, 무증상","SS000621,SS000723,SS000396,SS000103,SS000077","고지혈증, 고콜레스테롤혈증, 비만, 당뇨병, 인슐린 의존성 당뇨병, 인슐린 비의존성 당뇨병, 이상지질혈증","32251,32081,31809,31596,30856,30860,31326","소화기내과, 
																노년내과","비알코올성 지방간,비알콜성지방간,알코올성 지방간,알콜성지방간"
32853,직장 유암종(Rectal Carcinoid Tumor),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32853,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003594,"무증상, 복부 통증, 항문출혈, 환부 통증, 체중감소","SS000077,SS000398,SS000536,SS000730,SS000712","위 유암종, 대장 용종, 카르시노이드 증후군","32856,31689,32189",소화기내과,
30466,직장암(Rectal cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30466,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004113,"혈변, 배변습관의 변화, 변비, 설사","SS000538,SS000523,SS000525,SS000527","항문 및 직장의 궤양, 대장의 양성 종양, 직장의 양성 종양, 대장암","32066,31776,31771,30461","종양내과, 
																방사선종양학과, 
																대장항문외과, 
																암병원","직장악성종양,직장암종"
31771,"직장의 양성 종양(Rectum, benign tumor)",https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31771,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004301,"무증상, 점액변, 혈변","SS000077,SS000531,SS000538","항문암, 대장암, 직장암, 대장 용종, 궤양성 대장염, 위막성 대장염, 항문 주위 농양, 항문 누공, 대장의 양성 종양, 대장염, 항문 및 직장의 궤양, 항문 열구","30459,30461,30466,31689,31691,32108,31774,31775,31776,32099,32066,31773",소화기내과,"직장 용종,직장 종양,직장양성종양"
31669,진행성 위암(Advanced gastric cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31669,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004232,"복부 통증, 오심, 빈혈, 토혈, 삼키기 곤란, 복부팽만감, 소화불량, 구토, 복부 불편감, 위장관 출혈, 흑색변, 체중감소","SS000398,SS000416,SS000654,SS000432,SS000352,SS000402,SS000407,SS000386,SS000396,SS000421,SS000540,SS000712","조기 위암, 위궤양, 위염, 십이지장 궤양, 위암, 만성 위염","31683,31621,31330,31624,30467,31402","소화기내과, 
																종양내과, 
																위장관외과, 
																암병원",진행된위암
31592,총담관 낭(Choledochal cyst),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31592,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004248,"오심, 황달, 진한 소변색, 복부 통증, 복부 불편감, 구토, 회색변, 덩어리가 만져짐","SS000416,SS000857,SS000033,SS000398,SS000396,SS000386,SS000539,SS000438","간농양, 카롤리병, 췌장염, 만성 췌장염, 급성 췌장염, 간경화, 담석, 담관암, 총담관 담석","31708,32103,31658,31515,31427,30480,30478,30460,31679","소화기내과, 
																소아외과, 
																간담도췌외과, 
																간이식ㆍ간담도외과","담관 낭종,선천성 담관 확장증"
31679,총담관 담석(CBD stone),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31679,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004256,"구토, 무증상, 오한, 열, 복부 통증, 오심, 황달","SS000386,SS000077,SS000687,SS000684,SS000398,SS000416,SS000857","경화성 담관염, 총담관 낭, 간내 담석, 담관암, 담석","32094,31592,30483,30460,30478","소화기내과, 
																간담도췌외과, 
																간이식ㆍ간담도외과","쓸개관 결석,총수담관 결석,총담관 결석"
32138,충수암(appendiceal carcinoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32138,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004613,"구토, 식욕부진, 복부 통증, 오한, 열","SS000386,SS000103,SS000398,SS000687,SS000684","복막염, 급성 충수염","31913,32035","종양내과, 
																대장항문외과, 
																암병원","맹장암,충수돌기암"
32015,췌장 전이암(Pancreatic metastasis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32015,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004444,"식욕부진, 기운없음, 황달, 체중감소, 발한, 열, 복부 통증","SS000103,SS000621,SS000857,SS000712,SS000650,SS000684,SS000398","악성 흑색종, 췌장암, 유방암, 폐암, 위암, 대장암","32475,32077,30472,30468,30467,30461","소화기내과, 
																종양내과, 
																간담도췌외과","전이성 췌장 종양,전이성 췌장암"
31658,췌장염(Pancreatitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31658,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004293,"영양 불량, 복부 통증, 설사, 체중감소, 당뇨, 압통, 구토, 요통","SS000686,SS000398,SS000527,SS000712,SS000628,SS000439,SS000386,SS000259","만성 췌장염, 췌장암, 총담관 담석, 췌장 전이암, 급성 췌장염, 담석","31515,32077,31679,32015,31427,30478","소화기내과, 
																간담도췌외과","췌장염증,이자염"
31772,치핵(Hemorrhoids),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31772,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004165,"항문 통증, 항문출혈, 치핵의 탈출","SS000534,SS000536,SS000533","항문암, 항문 열구, 항문 주위 농양, 항문 누공, 변비, 항문 및 직장의 궤양, 탈항, 항문소양증","30459,31773,31774,31775,31900,32066,32069,32107","소화기내과, 
																대장항문외과",치질
32103,카롤리병(Caroli’s disease),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32103,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004377,"황달, 체중감소, 복부팽만감, 복부 통증","SS000857,SS000712,SS000402,SS000398","담낭암, 담관암, 총담관 낭","30462,30460,31592",소화기내과,"총담관낭 5형,카롤리증후군"
31654,콜레라(Cholera),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31654,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004370,"탈수, 설사, 구토, 오심, 열","SS000718,SS000527,SS000386,SS000416,SS000684",신부전,31798,감염내과,
31397,크론병(Crohn's disease),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31397,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003570,"관절염, 구토, 식욕부진, 혈변, 피로감, 발한, 설사, 관절통, 오심, 복부 통증, 골다공증, 열, 체중감소","SS000233,SS000386,SS000103,SS000538,SS000723,SS000650,SS000527,SS000779,SS000416,SS000398,SS000603,SS000684,SS000712","골다공증, 자극성 장 증후군, 관절염, 궤양성 대장염, 항문 누공, 항문 주위 농양","31611,32064,31713,31691,31775,31774","소화기내과, 
																대장항문외과, 
																소아소화기영양과","국한성 창자염,염증성 장질환,육아종성 대장염,크론씨병"
32069,탈항(Anal prolapse),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32069,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004457,"치핵의 탈출, 항문출혈, 소양감","SS000533,SS000536,SS000820","치핵, 항문 열구, 항문 누공","31772,31773,31775",소화기내과,"직장탈,탈출성 치핵"
33880,파라티푸스(Paratyphoid fever),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33880,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000027943,"두통, 발진, 설사, 복부 통증","SS000284,SS000810,SS000527,SS000398","세균성 이질, 장티푸스, 급성 위장염, 콜레라","31667,32167,31725,31654",,
31775,항문 누공(Anal fistula),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31775,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004550,"열, 항문 통증, 고름, 항문주위 염증","SS000684,SS000534,SS000787,SS000535","항문 주위 농양, 항문암, 항문 열구, 항문소양증, 항문 및 직장의 궤양","31774,30459,31773,32107,32066","소화기내과, 
																대장항문외과",치루
32066,항문 및 직장의 궤양(Ulcer of anus and rectum),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32066,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003600,"잔변감, 오심, 복부 통증, 열, 혈변, 설사","SS000425,SS000416,SS000398,SS000684,SS000538,SS000527","항문 열구, 직장암, 항문암, 항문 누공, 항문 주위 농양, 치핵, 대장암","31773,30466,30459,31775,31774,31772,30461",소화기내과,
31773,항문 열구(Anal fissure),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31773,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003899,"항문주위 염증, 항문출혈, 항문 통증","SS000535,SS000536,SS000534","항문 누공, 항문 주위 농양, 크론병, 항문암, 항문 및 직장의 궤양, 변비, 항문소양증","31775,31774,31397,30459,32066,31900,32107","소화기내과, 
																대장항문외과","치열,항문열창"
31774,항문 주위 농양(Perianal abscess),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31774,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004166,"항문주위 염증, 열, 고름, 항문 통증","SS000535,SS000684,SS000787,SS000534","항문암, 항문 및 직장의 궤양, 항문 열구, 크론병, 항문소양증, 항문 누공","30459,32066,31773,31397,32107,31775","소화기내과, 
																대장항문외과","항문농양,항문직장 고름집"
31590,항문 폐쇄증(Imperforate anus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31590,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004242,복부팽만감,SS000402,"선천성 소장 결손, 폐쇄 및 협착",31587,소아외과,"무공성 항문,쇄항,폐쇄성 항문"
32107,항문소양증(Pruritusani),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32107,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003645,"소양감, 항문주위 염증, 발적","SS000820,SS000535,SS000809","피부염, 접촉 피부염, 소양증","32472,31534,32477","소화기내과, 
																피부과, 
																대장항문외과","항문가려움,항문가려움증,항문소양,항문소양감"
30459,항문암(Anal cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30459,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003983,"변실금, 항문출혈, 소양감, 배변습관의 변화, 고름","SS000526,SS000536,SS000820,SS000523,SS000787","치핵, 항문 및 직장의 궤양, 항문 열구, 항문 누공, 후천성 면역결핍증, 항문 주위 농양","31772,32066,31773,31775,31627,31774","종양내과, 
																방사선종양학과, 
																대장항문외과, 
																암병원","항문관암,항문악성종양,항문의 악성신생물"
32078,핵황달(Kernicterus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32078,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003614,"후궁반장, 반사 이상, 근육강직, 뇌전증 발작, 황달","SS000732,SS000647,SS000614,SS000591,SS000857","간경화, 신생아 황달","30480,32022",어린이병원,
32100,헬리코박터균 감염(Helicobacter pylori infection),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32100,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003862,"소화불량, 무증상, 십이지장궤양, 위염, 위궤양","SS000407,SS000077,SS000410,SS000419,SS000417","위암, 위궤양, 급성 위장염","30467,31621,31725","가정의학과, 
																소화기내과, 
																노년내과, 
																소아소화기영양과","헬리코박터,헬리코박터균,헬리코박터파일로리감염증"
32093,화농성 간농양(Pyogenic liver abscess),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32093,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003583,"오심, 식욕부진, 구토, 근육통, 복부 통증, 열, 황달","SS000416,SS000103,SS000386,SS000618,SS000398,SS000684,SS000857","아메바성 간농양, 간농양, 간내 담석","32049,31708,30483","감염내과, 
																소화기내과",
33472,흡수장애 증후군(Malabsorption Syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33472,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003900,"설사, 체중감소, 복부팽만감","SS000527,SS000712,SS000402","단장 증후군, 셀리악병, 소장암, 췌장염, 만성 췌장염, 담관암","32109,32038,31688,31658,31515,30460",소화기내과,
32177,WPW 증후군(Wolff-Parkinson-White syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32177,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004729,"돌연사, 빈맥, 무증상, 자율신경장애","SS000631,SS000874,SS000077,SS000695","부정맥, 발작성 상심실성 빈맥, 심계항진","30298,32175,32165",,"볼프파킨스화이트증후군,볼프파킨슨화이트증후군,빈맥증후군,심실조기흥분증후군,조기흥분증후군"
